# Episodes, Rewards
0.0,-5.03
1.0,-5.24
2.0,-5.19
3.0,-5.04
4.0,-5.04
5.0,-5.04
6.0,-5.2
7.0,-5.03
8.0,-5.06
9.0,-5.03
10.0,-5.1
11.0,-5.03
12.0,-5.04
13.0,-5.04
14.0,-5.05
15.0,-5.09
16.0,-5.02
17.0,-5.08
18.0,-5.04
19.0,-5.04
20.0,-5.05
21.0,-5.06
22.0,-5.01
23.0,-5.03
24.0,-5.15
25.0,-5.01
26.0,-5.03
27.0,-5.01
28.0,-5.03
29.0,-5.04
30.0,-5.02
31.0,-5.05
32.0,0.92
33.0,-5.09
34.0,-5.08
35.0,-5.05
36.0,-5.24
37.0,-5.03
38.0,-5.01
39.0,-5.01
40.0,-5.03
41.0,-5.07
42.0,-5.03
43.0,-5.03
44.0,-5.02
45.0,-5.04
46.0,-5.06
47.0,-5.01
48.0,-5.01
49.0,-5.05
50.0,-5.01
51.0,-5.16
52.0,-5.07
53.0,-5.04
54.0,-5.14
55.0,-5.01
56.0,-5.1
57.0,-5.06
58.0,-5.06
59.0,-5.07
60.0,-5.22
61.0,-5.01
62.0,-5.37
63.0,-5.01
64.0,-5.05
65.0,-5.03
66.0,-5.01
67.0,-5.1
68.0,-5.07
69.0,-5.05
70.0,-5.01
71.0,-5.16
72.0,-5.03
73.0,-5.04
74.0,-5.04
75.0,-5.14
76.0,-5.05
77.0,-5.03
78.0,-5.05
79.0,-5.05
80.0,-5.06
81.0,-5.03
82.0,-5.21
83.0,-5.05
84.0,-5.01
85.0,-5.02
86.0,-5.01
87.0,-5.05
88.0,-5.13
89.0,-5.09
90.0,-5.05
91.0,-5.12
92.0,-5.02
93.0,-5.17
94.0,-5.08
95.0,-5.05
96.0,-5.07
97.0,-5.09
98.0,-5.07
99.0,-5.08
100.0,-5.01
101.0,-5.15
102.0,-5.08
103.0,0.91
104.0,-5.08
105.0,-5.02
106.0,-5.23
107.0,-5.03
108.0,-5.36
109.0,-5.02
110.0,-5.04
111.0,0.92
112.0,-5.05
113.0,-5.01
114.0,-5.07
115.0,-5.06
116.0,-5.2
117.0,-5.02
118.0,-5.08
119.0,-5.1
120.0,-5.1
121.0,-5.01
122.0,-5.02
123.0,-5.13
124.0,-5.03
125.0,-5.23
126.0,-5.04
127.0,-5.02
128.0,-5.01
129.0,-5.08
130.0,-5.28
131.0,-5.17
132.0,-5.14
133.0,-5.08
134.0,-5.02
135.0,-5.2
136.0,-5.04
137.0,-5.12
138.0,-5.06
139.0,-5.13
140.0,-5.06
141.0,-5.09
142.0,-5.09
143.0,-5.04
144.0,-5.08
145.0,-5.09
146.0,-5.05
147.0,-5.05
148.0,-5.02
149.0,-5.03
150.0,-5.04
151.0,-5.2700000000000005
152.0,-5.05
153.0,-5.07
154.0,-5.05
155.0,-5.11
156.0,-5.11
157.0,-5.02
158.0,-5.03
159.0,-5.1
160.0,-5.13
161.0,-5.06
162.0,-5.08
163.0,-5.03
164.0,-5.16
165.0,-5.01
166.0,-5.02
167.0,-5.14
168.0,-5.01
169.0,-5.09
170.0,-5.05
171.0,-5.02
172.0,-5.01
173.0,-5.09
174.0,-5.17
175.0,-5.13
176.0,-5.06
177.0,-5.03
178.0,-5.12
179.0,-5.01
180.0,-5.07
181.0,-5.15
182.0,-5.08
183.0,-5.07
184.0,-5.02
185.0,-5.01
186.0,-5.01
187.0,-5.02
188.0,-5.08
189.0,-5.01
190.0,-5.04
191.0,-5.02
192.0,-5.1
193.0,-5.12
194.0,0.85
195.0,-5.01
196.0,-5.08
197.0,-5.15
198.0,-5.04
199.0,-5.09
200.0,-5.03
201.0,-5.02
202.0,-5.08
203.0,-5.14
204.0,-5.08
205.0,-5.11
206.0,-5.02
207.0,-5.04
208.0,-5.09
209.0,-5.06
210.0,-5.07
211.0,-5.11
212.0,-5.07
213.0,-5.03
214.0,-5.04
215.0,-5.1
216.0,-5.04
217.0,0.92
218.0,-5.01
219.0,-5.02
220.0,-5.05
221.0,-5.07
222.0,-5.07
223.0,-5.03
224.0,-5.11
225.0,-5.05
226.0,-5.14
227.0,-5.11
228.0,-5.11
229.0,-5.05
230.0,-5.05
231.0,-5.12
232.0,-5.04
233.0,-5.04
234.0,-5.15
235.0,-5.06
236.0,-5.05
237.0,-5.08
238.0,-5.1
239.0,-5.18
240.0,-5.03
241.0,-5.07
242.0,-5.1
243.0,-5.13
244.0,-5.01
245.0,-5.1
246.0,-5.01
247.0,-5.05
248.0,-5.16
249.0,-5.03
250.0,-5.13
251.0,-5.09
252.0,-5.07
253.0,-5.17
254.0,-5.08
255.0,0.92
256.0,-5.09
257.0,-5.05
258.0,-5.08
259.0,-5.01
260.0,-5.07
261.0,-5.15
262.0,-5.04
263.0,-5.04
264.0,-5.08
265.0,-5.03
266.0,-5.09
267.0,-5.03
268.0,-5.17
269.0,-5.09
270.0,-5.02
271.0,-5.02
272.0,-5.02
273.0,-5.11
274.0,-5.11
275.0,-5.01
276.0,-5.01
277.0,-5.02
278.0,-5.03
279.0,-5.1
280.0,-5.17
281.0,-5.11
282.0,-5.06
283.0,-5.12
284.0,-5.02
285.0,-5.04
286.0,-5.09
287.0,-5.07
288.0,-5.02
289.0,0.92
290.0,-5.13
291.0,-5.02
292.0,-5.05
293.0,-5.1
294.0,-5.01
295.0,-5.09
296.0,-5.01
297.0,-5.01
298.0,-5.14
299.0,-5.03
300.0,-5.15
301.0,-5.02
302.0,-5.1
303.0,-5.05
304.0,-5.2
305.0,-5.02
306.0,-5.14
307.0,-5.15
308.0,-5.03
309.0,-5.08
310.0,-5.02
311.0,-5.04
312.0,-5.03
313.0,-5.06
314.0,-5.02
315.0,-5.03
316.0,-5.01
317.0,-5.03
318.0,-5.05
319.0,0.85
320.0,-5.05
321.0,-5.1
322.0,-5.09
323.0,-5.01
324.0,-5.04
325.0,-5.12
326.0,-5.05
327.0,-5.09
328.0,-5.01
329.0,-5.05
330.0,-5.01
331.0,-5.02
332.0,-5.04
333.0,-5.04
334.0,-5.02
335.0,-5.05
336.0,-5.11
337.0,-5.18
338.0,-5.03
339.0,-5.05
340.0,-5.03
341.0,-5.15
342.0,-5.15
343.0,-5.14
344.0,-5.03
345.0,-5.01
346.0,-5.01
347.0,-5.09
348.0,-5.11
349.0,-5.1
350.0,-5.11
351.0,-5.05
352.0,-5.06
353.0,-5.01
354.0,-5.08
355.0,-5.06
356.0,-5.09
357.0,-5.01
358.0,-5.05
359.0,-5.14
360.0,-5.05
361.0,-5.09
362.0,-5.01
363.0,-5.06
364.0,-5.01
365.0,-5.01
366.0,-5.11
367.0,-5.04
368.0,-5.02
369.0,-5.03
370.0,-5.1
371.0,-5.06
372.0,-5.03
373.0,-5.06
374.0,-5.02
375.0,-5.1
376.0,-5.22
377.0,-5.08
378.0,-5.01
379.0,-5.09
380.0,-5.07
381.0,-5.01
382.0,-5.08
383.0,-5.09
384.0,-5.3100000000000005
385.0,-5.2
386.0,-5.04
387.0,-5.28
388.0,-5.03
389.0,-5.07
390.0,-5.03
391.0,-5.03
392.0,-5.05
393.0,-5.02
394.0,-5.09
395.0,-5.05
396.0,-5.19
397.0,-5.08
398.0,-5.03
399.0,0.91
400.0,-5.01
401.0,-5.01
402.0,-5.1
403.0,-5.03
404.0,-5.12
405.0,-5.16
406.0,-5.23
407.0,-5.02
408.0,0.94
409.0,-5.22
410.0,-5.18
411.0,-5.16
412.0,-5.02
413.0,-5.11
414.0,-5.01
415.0,-5.21
416.0,-5.17
417.0,-5.14
418.0,-5.05
419.0,-5.07
420.0,-5.19
421.0,-5.03
422.0,-5.07
423.0,-5.06
424.0,-5.01
425.0,-5.08
426.0,-5.12
427.0,-5.16
428.0,-5.03
429.0,-5.06
430.0,-5.1
431.0,-5.07
432.0,-5.14
433.0,-5.18
434.0,-5.02
435.0,-5.05
436.0,-5.2
437.0,-5.12
438.0,-5.17
439.0,-5.02
440.0,-5.06
441.0,-5.12
442.0,-5.09
443.0,-5.17
444.0,-5.05
445.0,-5.06
446.0,-5.02
447.0,-5.06
448.0,-5.07
449.0,-5.05
450.0,-5.01
451.0,-5.09
452.0,-5.01
453.0,-5.04
454.0,-5.14
455.0,-5.1
456.0,-5.08
457.0,-5.08
458.0,-5.02
459.0,-5.16
460.0,-5.12
461.0,-5.16
462.0,-5.16
463.0,-5.06
464.0,-5.12
465.0,-5.11
466.0,-5.07
467.0,-5.18
468.0,-5.15
469.0,-5.05
470.0,-5.06
471.0,-5.06
472.0,-5.06
473.0,-5.1
474.0,-5.03
475.0,-5.13
476.0,-5.05
477.0,-5.16
478.0,-5.03
479.0,-5.03
480.0,-5.12
481.0,-5.12
482.0,-5.01
483.0,-5.04
484.0,-5.21
485.0,-5.01
486.0,-5.07
487.0,0.6799999999999999
488.0,-5.09
489.0,-5.01
490.0,0.75
491.0,-5.05
492.0,-5.05
493.0,-5.1
494.0,0.94
495.0,-5.03
496.0,0.9299999999999999
497.0,-5.03
498.0,-5.06
499.0,0.92
500.0,-5.04
501.0,-5.03
502.0,-5.02
503.0,-5.2
504.0,-5.05
505.0,-5.01
506.0,-5.02
507.0,0.92
508.0,-5.04
509.0,0.9
510.0,0.83
511.0,-5.05
512.0,-5.03
513.0,-5.05
514.0,0.9299999999999999
515.0,-5.05
516.0,-5.04
517.0,-5.06
518.0,-5.03
519.0,-5.04
520.0,-5.01
521.0,0.89
522.0,-5.06
523.0,-5.03
524.0,0.9299999999999999
525.0,-5.01
526.0,-5.06
527.0,-5.01
528.0,0.9299999999999999
529.0,0.92
530.0,-5.17
531.0,-5.04
532.0,-5.05
533.0,0.91
534.0,0.92
535.0,0.8099999999999999
536.0,0.89
537.0,-5.1
538.0,-5.08
539.0,-5.07
540.0,-5.03
541.0,-5.08
542.0,-5.04
543.0,-5.01
544.0,-5.03
545.0,-5.01
546.0,-5.02
547.0,0.92
548.0,-5.05
549.0,0.9
550.0,-5.01
551.0,0.89
552.0,-5.05
553.0,-5.03
554.0,-5.01
555.0,-5.04
556.0,0.92
557.0,-5.02
558.0,-5.05
559.0,-5.02
560.0,-5.04
561.0,-5.04
562.0,0.87
563.0,-5.01
564.0,-5.01
565.0,-5.05
566.0,-5.03
567.0,-5.02
568.0,-5.01
569.0,-5.02
570.0,-5.07
571.0,0.9299999999999999
572.0,-5.05
573.0,-5.06
574.0,0.86
575.0,-5.03
576.0,-5.08
577.0,-5.01
578.0,-5.02
579.0,-5.04
580.0,0.86
581.0,-5.06
582.0,0.92
583.0,-5.01
584.0,0.94
585.0,-5.01
586.0,0.88
587.0,0.95
588.0,0.95
589.0,0.95
590.0,-5.14
591.0,-5.07
592.0,-5.01
593.0,-5.05
594.0,0.9299999999999999
595.0,-5.02
596.0,0.85
597.0,0.84
598.0,-5.02
599.0,-5.01
