# Episodes, Rewards
0.0,-2.5071428571428562
1.0,-2.7666666666666653
2.0,-3.3199999999999976
3.0,-2.135
4.0,-3.1299999999999977
5.0,-3.129999999999998
6.0,-3.129999999999997
7.0,-2.2666666666666657
8.0,-1.9375000000000002
9.0,-1.796428571428572
10.0,-1.7964285714285713
11.0,-1.647058823529412
12.0,-1.5425
13.0,-1.5736842105263158
14.0,-1.5736842105263156
15.0,-1.5736842105263158
16.0,-1.6470588235294115
17.0,-1.358620689655173
18.0,-1.3888888888888888
19.0,-1.2885714285714287
20.0,-1.204347826086956
21.0,-1.298529411764706
22.0,-1.2885714285714287
23.0,-1.2791666666666668
24.0,-1.286842105263158
25.0,-1.2390243902439024
26.0,-1.2462499999999999
27.0,-1.2255813953488373
28.0,-1.2618421052631579
29.0,-1.2390243902439024
30.0,-1.261842105263158
31.0,-1.2321428571428572
32.0,-1.2547619047619047
33.0,-1.2321428571428572
34.0,-1.2321428571428572
35.0,-1.2321428571428572
36.0,-1.2321428571428572
37.0,-1.2321428571428572
38.0,-1.225581395348837
39.0,-1.1039473684210528
40.0,-1.2321428571428572
41.0,-1.1039473684210526
42.0,-1.2321428571428572
43.0,-1.1081081081081083
44.0,-1.2621951219512195
45.0,-1.1693548387096775
46.0,-0.6425000000000001
47.0,-0.9442307692307694
48.0,-0.19062500000000032
49.0,-0.08214285714285745
50.0,-0.9384615384615388
51.0,1.733333333333333
52.0,1.4649999999999994
53.0,0.6999999999999995
54.0,1.4649999999999994
55.0,1.2454545454545451
56.0,2.8187499999999996
57.0,1.4649999999999992
58.0,1.0624999999999998
59.0,2.3999999999999995
60.0,2.6649999999999996
61.0,2.4
62.0,1.7333333333333327
63.0,3.066666666666666
64.0,2.3999999999999995
65.0,1.733333333333333
66.0,2.3999999999999995
67.0,2.3999999999999995
68.0,3.066666666666666
69.0,2.665
70.0,3.066666666666666
71.0,1.733333333333333
72.0,3.0666666666666664
73.0,3.0666666666666655
74.0,2.3999999999999995
75.0,2.3999999999999995
76.0,2.3999999999999995
77.0,2.064999999999999
78.0,2.3999999999999995
79.0,3.066666666666666
80.0,3.066666666666666
81.0,3.066666666666666
82.0,3.066666666666666
83.0,3.066666666666666
84.0,1.7333333333333327
85.0,2.8187499999999996
86.0,2.665
87.0,3.066666666666666
88.0,3.066666666666666
89.0,3.066666666666666
90.0,3.0666666666666664
91.0,3.066666666666666
92.0,3.0666666666666664
93.0,3.066666666666666
94.0,2.0649999999999995
95.0,2.6649999999999996
96.0,3.066666666666666
97.0,3.066666666666666
98.0,2.6649999999999996
99.0,3.066666666666666
100.0,3.066666666666666
101.0,3.066666666666666
102.0,3.066666666666666
103.0,3.0666666666666664
104.0,2.3999999999999995
105.0,3.066666666666666
106.0,1.733333333333333
107.0,3.066666666666666
108.0,3.0666666666666664
109.0,2.3999999999999995
110.0,3.066666666666666
111.0,3.066666666666666
112.0,3.0666666666666664
113.0,3.0666666666666664
114.0,2.3999999999999995
115.0,3.066666666666666
116.0,3.0666666666666664
117.0,3.0666666666666664
118.0,2.3999999999999995
119.0,3.066666666666666
120.0,3.066666666666666
121.0,3.066666666666666
122.0,3.0666666666666664
123.0,2.336363636363636
124.0,3.066666666666666
125.0,3.066666666666666
126.0,3.0666666666666664
127.0,3.066666666666666
128.0,3.066666666666666
129.0,3.0666666666666664
130.0,3.066666666666666
131.0,3.066666666666666
132.0,3.0666666666666664
133.0,3.066666666666666
134.0,3.0666666666666664
135.0,2.3999999999999995
136.0,3.0666666666666664
137.0,3.066666666666666
138.0,3.066666666666666
139.0,3.0666666666666664
140.0,3.066666666666666
141.0,3.0666666666666664
142.0,3.0666666666666655
143.0,3.066666666666666
144.0,3.066666666666666
145.0,3.066666666666666
146.0,3.066666666666666
147.0,3.0666666666666664
148.0,3.066666666666666
149.0,3.066666666666666
150.0,3.0666666666666664
151.0,3.066666666666666
152.0,3.0666666666666664
153.0,3.066666666666666
154.0,2.3999999999999995
155.0,3.0666666666666664
156.0,3.066666666666666
157.0,3.066666666666666
158.0,3.066666666666666
159.0,3.066666666666666
160.0,3.066666666666666
161.0,3.066666666666666
162.0,2.6649999999999996
163.0,2.4
164.0,2.3999999999999995
165.0,2.3999999999999995
166.0,2.3999999999999995
167.0,3.066666666666666
168.0,3.066666666666666
169.0,2.6649999999999996
170.0,3.0666666666666664
171.0,2.6649999999999996
172.0,3.0666666666666664
173.0,3.0666666666666664
174.0,2.0649999999999995
175.0,3.066666666666666
176.0,3.066666666666666
177.0,1.7333333333333325
178.0,3.066666666666666
179.0,2.3999999999999995
180.0,3.066666666666666
181.0,3.066666666666666
182.0,3.0666666666666664
183.0,3.066666666666666
184.0,3.0666666666666664
185.0,3.066666666666666
186.0,2.6649999999999996
187.0,2.6649999999999996
188.0,3.066666666666666
189.0,3.066666666666666
190.0,2.3363636363636364
191.0,3.066666666666666
192.0,3.066666666666666
193.0,3.066666666666666
194.0,3.066666666666666
195.0,3.066666666666666
196.0,3.066666666666666
197.0,3.066666666666666
198.0,3.066666666666666
199.0,3.066666666666666
