# Episodes, Rewards
0.0,-1.28
1.0,-1.34
2.0,-1.17
3.0,-1.15
4.0,-1.5400000000000003
5.0,-1.4100000000000001
6.0,-1.23
7.0,-1.5900000000000003
8.0,-1.8400000000000005
9.0,-1.34
10.0,-1.8200000000000005
11.0,-1.4200000000000002
12.0,-1.19
13.0,-1.27
14.0,-1.7500000000000004
15.0,-1.1
16.0,-1.26
17.0,-1.25
18.0,-1.13
19.0,-1.24
20.0,-1.5700000000000003
21.0,-1.8800000000000006
22.0,-1.5500000000000003
23.0,-1.8000000000000005
24.0,-1.27
25.0,-1.2
26.0,-1.13
27.0,-1.09
28.0,-1.5200000000000002
29.0,-1.18
30.0,-1.28
31.0,-1.2
32.0,-1.37
33.0,-1.15
34.0,-1.1
35.0,-1.4900000000000002
36.0,-1.4100000000000001
37.0,-1.0000000000000007
38.0,-1.24
39.0,-1.19
40.0,-1.08
41.0,-1.5800000000000003
42.0,-1.4500000000000002
43.0,-1.16
44.0,-1.36
45.0,-1.07
46.0,-1.34
47.0,-1.34
48.0,-1.3
49.0,-1.14
50.0,-1.21
51.0,-1.33
52.0,-1.15
53.0,-1.2
54.0,-1.13
55.0,-1.31
56.0,-1.5700000000000003
57.0,-1.07
58.0,-1.13
59.0,-1.6300000000000003
60.0,-1.28
61.0,-1.26
62.0,-1.4000000000000001
63.0,-1.4200000000000002
64.0,-1.15
65.0,-1.24
66.0,-1.19
67.0,-1.2
68.0,-1.6100000000000003
69.0,-1.17
70.0,-1.07
71.0,-1.9300000000000006
72.0,-1.13
73.0,-1.33
74.0,-1.5000000000000002
75.0,-1.1099999999999999
76.0,-1.18
77.0,-1.33
78.0,-1.35
79.0,-1.32
80.0,-1.0000000000000007
81.0,-1.19
82.0,-1.19
83.0,-1.0000000000000007
84.0,-1.6600000000000004
85.0,-1.27
86.0,-1.16
87.0,-1.33
88.0,-1.3
89.0,-1.8100000000000005
90.0,-1.8500000000000005
91.0,-1.4800000000000002
92.0,-1.0000000000000007
93.0,-1.37
94.0,-1.6800000000000004
95.0,-1.34
96.0,-1.0000000000000007
97.0,-1.1099999999999999
98.0,-1.4400000000000002
99.0,-1.21
100.0,-1.29
101.0,-1.19
102.0,-1.1
103.0,-1.17
104.0,-1.22
105.0,-1.4300000000000002
106.0,-1.22
107.0,-1.1199999999999999
108.0,-1.17
109.0,-1.4800000000000002
110.0,-1.8400000000000005
111.0,-1.7400000000000004
112.0,-1.26
113.0,-1.19
114.0,-1.7500000000000004
115.0,-1.0000000000000007
116.0,-1.3800000000000001
117.0,-1.32
118.0,-1.4500000000000002
119.0,-1.32
120.0,-1.23
121.0,-1.18
122.0,-1.5200000000000002
123.0,-1.16
124.0,-1.4000000000000001
125.0,-1.15
126.0,-1.09
127.0,-1.4800000000000002
128.0,-1.14
129.0,-1.14
130.0,-1.4000000000000001
131.0,-1.36
132.0,-1.29
133.0,-1.5400000000000003
134.0,-1.19
135.0,-1.37
136.0,-1.4700000000000002
137.0,-1.35
138.0,-1.4700000000000002
139.0,-1.14
140.0,-1.4000000000000001
141.0,-1.7900000000000005
142.0,-1.4300000000000002
143.0,-1.09
144.0,-1.33
145.0,-1.17
146.0,-1.0000000000000007
147.0,-1.09
148.0,-1.4600000000000002
149.0,-1.24
150.0,-1.25
151.0,-1.27
152.0,-1.31
153.0,-1.15
154.0,-1.6300000000000003
155.0,-1.0000000000000007
156.0,-1.4400000000000002
157.0,-1.4900000000000002
158.0,-1.2
159.0,-1.6200000000000003
160.0,-1.16
161.0,-1.5100000000000002
162.0,-1.33
163.0,-1.5300000000000002
164.0,-1.5000000000000002
165.0,-1.19
166.0,-1.34
167.0,-1.26
168.0,-1.27
169.0,-1.13
170.0,-1.23
171.0,-1.5700000000000003
172.0,-1.09
173.0,-1.5900000000000003
174.0,-1.31
175.0,-1.07
176.0,-1.26
177.0,-1.0000000000000007
178.0,-1.15
179.0,-1.0000000000000007
180.0,-1.27
181.0,-1.22
182.0,-1.23
183.0,-1.3
184.0,-1.17
185.0,-1.23
186.0,-1.5600000000000003
187.0,-1.1199999999999999
188.0,-1.16
189.0,-1.2
190.0,-1.4700000000000002
191.0,-1.19
192.0,-1.37
193.0,-1.26
194.0,-1.22
195.0,-1.3
196.0,-1.1099999999999999
197.0,-1.0000000000000007
198.0,-1.24
199.0,-1.17
200.0,-1.35
201.0,-1.17
202.0,-1.16
203.0,-1.5900000000000003
204.0,-1.15
205.0,-1.4100000000000001
206.0,-1.27
207.0,-1.4000000000000001
208.0,-1.3
209.0,-1.18
210.0,-1.4800000000000002
211.0,-1.1199999999999999
212.0,-1.1099999999999999
213.0,-1.7200000000000004
214.0,-1.5600000000000003
