# Episodes, Rewards
0.0,-1.21
1.0,-1.28
2.0,-1.15
3.0,-1.19
4.0,-1.5800000000000003
5.0,-1.5300000000000002
6.0,-1.18
7.0,-1.22
8.0,-1.15
9.0,-1.5500000000000003
10.0,-1.13
11.0,-1.4900000000000002
12.0,-1.04
13.0,-1.0000000000000007
14.0,-1.15
15.0,-1.16
16.0,-1.7900000000000005
17.0,-1.25
18.0,-1.3900000000000001
19.0,-1.6800000000000004
20.0,-1.5000000000000002
21.0,-1.15
22.0,-1.2
23.0,-1.3800000000000001
24.0,-1.21
25.0,-1.16
26.0,-1.34
27.0,-1.23
28.0,-1.0000000000000007
29.0,-1.09
30.0,-1.17
31.0,-1.32
32.0,-1.0000000000000007
33.0,-1.4800000000000002
34.0,-1.24
35.0,-1.5600000000000003
36.0,-1.32
37.0,-1.34
38.0,-1.37
39.0,-1.6500000000000004
40.0,-1.5000000000000002
41.0,-1.09
42.0,-1.19
43.0,-1.1199999999999999
44.0,-1.6400000000000003
45.0,-1.2
46.0,-1.0000000000000007
47.0,-1.07
48.0,-1.23
49.0,-1.6900000000000004
50.0,-1.3
51.0,-1.0000000000000007
52.0,-1.5700000000000003
53.0,-1.0000000000000007
54.0,-1.9000000000000006
55.0,-1.4700000000000002
56.0,-1.28
57.0,-1.3900000000000001
58.0,-1.7200000000000004
59.0,-1.6800000000000004
60.0,-1.06
61.0,-1.0000000000000007
62.0,-1.19
63.0,-1.8200000000000005
64.0,-1.28
65.0,-1.16
66.0,-1.0000000000000007
67.0,-1.9100000000000006
68.0,-1.15
69.0,-1.0000000000000007
70.0,-1.17
71.0,-1.3800000000000001
72.0,-1.37
73.0,-1.9200000000000006
74.0,-1.35
75.0,-1.0000000000000007
76.0,-1.8000000000000005
77.0,-1.0000000000000007
78.0,-1.0000000000000007
79.0,-1.09
80.0,-1.25
81.0,-1.3900000000000001
82.0,-1.0000000000000007
83.0,-1.0000000000000007
84.0,-1.8100000000000005
85.0,-1.09
86.0,-1.15
87.0,-1.33
88.0,-1.0000000000000007
89.0,-1.1199999999999999
90.0,-1.36
91.0,-1.5200000000000002
92.0,-1.5200000000000002
93.0,-1.4100000000000001
94.0,-1.1
95.0,-1.08
96.0,-1.0000000000000007
97.0,0.2999999999999996
98.0,-1.7500000000000004
99.0,-1.9000000000000006
100.0,-1.23
101.0,-1.6100000000000003
102.0,-1.2
103.0,-1.9100000000000006
104.0,-1.6600000000000004
105.0,-1.9000000000000006
106.0,-1.0000000000000007
107.0,-1.0000000000000007
108.0,-1.8500000000000005
109.0,-1.34
110.0,-1.18
111.0,-1.24
112.0,-1.2
113.0,-1.29
114.0,-1.0000000000000007
115.0,-1.3900000000000001
116.0,-1.7900000000000005
117.0,-1.0000000000000007
118.0,-1.6500000000000004
119.0,-1.6700000000000004
120.0,-1.9900000000000007
121.0,-1.32
122.0,-1.0000000000000007
123.0,-1.0000000000000007
124.0,-1.0000000000000007
125.0,-1.0000000000000007
126.0,-1.1099999999999999
127.0,-1.5400000000000003
128.0,-1.0000000000000007
129.0,-1.0000000000000007
130.0,-1.31
131.0,-1.0000000000000007
132.0,-1.0000000000000007
133.0,-1.5900000000000003
134.0,-1.0000000000000007
135.0,-1.25
136.0,-1.0000000000000007
137.0,-1.0000000000000007
138.0,-1.04
139.0,-1.0000000000000007
140.0,-1.0000000000000007
141.0,-1.16
142.0,-1.9200000000000006
143.0,-1.0000000000000007
144.0,-1.8800000000000006
145.0,-1.0000000000000007
146.0,-1.0000000000000007
147.0,-1.0000000000000007
148.0,-1.0000000000000007
149.0,-1.5800000000000003
150.0,-1.8200000000000005
151.0,-1.0000000000000007
152.0,-1.0000000000000007
153.0,-1.0000000000000007
154.0,-1.8000000000000005
155.0,-1.0000000000000007
156.0,-1.0000000000000007
157.0,-1.0000000000000007
158.0,-1.0000000000000007
159.0,-1.9700000000000006
160.0,-1.0000000000000007
161.0,-1.6700000000000004
162.0,-1.7500000000000004
163.0,-1.0000000000000007
164.0,-1.0000000000000007
165.0,-1.0000000000000007
166.0,-1.0000000000000007
167.0,-1.9800000000000006
168.0,-1.25
169.0,-1.4800000000000002
170.0,-1.0000000000000007
171.0,-1.0000000000000007
172.0,-1.4900000000000002
173.0,-1.0000000000000007
174.0,-1.0000000000000007
175.0,-1.22
176.0,-1.0000000000000007
177.0,-1.0000000000000007
178.0,-1.0000000000000007
179.0,-1.7700000000000005
180.0,-1.9700000000000006
181.0,-1.5900000000000003
182.0,-1.0000000000000007
183.0,-1.6700000000000004
184.0,-1.8100000000000005
185.0,-1.0000000000000007
186.0,-1.4600000000000002
187.0,-1.0000000000000007
188.0,-1.0000000000000007
189.0,-1.0000000000000007
190.0,-1.0000000000000007
191.0,-1.0000000000000007
192.0,-1.0000000000000007
193.0,-1.5300000000000002
194.0,-1.0000000000000007
195.0,-1.0000000000000007
196.0,-1.0000000000000007
197.0,-1.7200000000000004
198.0,-1.0000000000000007
199.0,-1.17
200.0,-1.0000000000000007
201.0,-1.4300000000000002
202.0,-1.3900000000000001
203.0,-1.0000000000000007
204.0,-1.0000000000000007
205.0,-1.6900000000000004
206.0,0.44999999999999973
207.0,-1.9800000000000006
208.0,0.2699999999999996
209.0,-1.5500000000000003
210.0,0.72
211.0,0.6399999999999999
212.0,-1.8400000000000005
213.0,0.6599999999999999
214.0,-1.21
215.0,-1.29
216.0,-1.4700000000000002
217.0,-1.21
218.0,0.4199999999999997
219.0,0.7599999999999999
220.0,0.7799999999999999
221.0,-1.0000000000000007
222.0,0.73
223.0,0.85
224.0,0.72
225.0,0.73
226.0,-1.19
227.0,0.5499999999999998
228.0,0.7
229.0,0.7799999999999999
230.0,0.75
231.0,0.6599999999999999
232.0,0.82
233.0,0.84
234.0,-1.1199999999999999
235.0,0.6499999999999999
236.0,0.84
237.0,0.87
238.0,0.7699999999999999
239.0,-1.14
240.0,-1.13
241.0,-1.04
242.0,0.87
243.0,0.87
244.0,-1.18
245.0,-1.15
246.0,0.87
247.0,-1.1199999999999999
248.0,0.85
249.0,0.86
250.0,-1.2
251.0,0.84
252.0,0.7599999999999999
253.0,0.86
254.0,-1.16
255.0,0.84
256.0,0.75
257.0,0.87
258.0,-1.28
259.0,0.85
260.0,0.83
261.0,0.85
262.0,0.85
263.0,0.75
264.0,-1.04
265.0,0.7799999999999999
266.0,0.84
267.0,0.87
268.0,0.8099999999999999
269.0,0.84
270.0,-1.08
271.0,0.6799999999999999
272.0,0.85
273.0,0.3999999999999997
274.0,0.6199999999999999
275.0,0.5399999999999998
276.0,0.83
277.0,0.84
278.0,0.5899999999999999
279.0,0.73
280.0,0.8099999999999999
281.0,0.5999999999999999
282.0,0.84
283.0,0.6699999999999999
284.0,0.8099999999999999
285.0,0.74
286.0,0.7599999999999999
287.0,0.82
288.0,0.69
289.0,0.7599999999999999
290.0,0.87
291.0,0.5599999999999998
292.0,0.73
293.0,-1.2
294.0,0.7
295.0,0.5599999999999998
296.0,-1.0000000000000007
297.0,0.5399999999999998
298.0,0.86
299.0,-1.06
300.0,0.72
